last_updated_epoch,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,wind_direction,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph
1693000001,27.5,81.5,12.8,20.5,281,WNW,1008,29.77,0,0,67,26,29.7,85.5,10,6,7,14.8,23.8
1693000002,27.5,81.5,9.6,15.5,287,WNW,1008,29.78,0,0,70,19,30,86,10,6,7,11.2,18
1693000003,26.3,79.3,11.4,18.4,317,NW,1009,29.78,0,0,70,51,28.2,82.8,10,6,7,13.2,21.2
1693000004,25.6,78.1,10.5,16.9,297,WNW,1009,29.8,0,0,76,65,27.6,81.7,10,6,6,13,20.9
1693000005,27.2,81,10.1,16.2,274,W,1009,29.79,0,0,74,82,29.9,85.8,10,6,6,11.6,18.7
1693000006,25.9,78.6,9.8,15.8,287,WNW,1009,29.79,0,0,77,68,28.1,82.6,10,6,6,11.4,18.4
1693000007,28,82.4,9.4,15.1,280,W,1010,29.83,0.1,0,70,50,31,87.9,5,3,6,13.9,22.3
1693000008,27.7,81.9,11,17.6,277,W,1008,29.77,0,0,71,21,30.5,86.9,10,6,7,12.5,20.2
1693000009,30,86,11.6,18.7,288,WNW,1007,29.72,0,0,60,22,33.1,91.6,10,6,8,13.4,21.6
1693000010,26,78.8,11.9,19.1,300,WNW,1012,29.88,0,0,74,50,27.8,82.1,5,3,6,14.1,22.7
1693000011,30.6,87.1,9.8,15.8,284,WNW,1006,29.72,0,0,57,58,33.5,92.3,10,6,8,11.4,18.4
1693000012,30.3,86.5,5.4,8.6,316,NW,1008,29.76,0.1,0,55,70,32.9,91.2,10,6,7,6.5,10.4
1693000013,28.3,82.9,6.7,10.8,300,WNW,1008,29.75,0,0,67,29,31.1,88,10,6,7,7.8,12.6
1693000014,27.2,81,8.9,14.4,263,W,1009,29.8,0,0,65,88,29.1,84.4,10,6,6,10.3,16.6
1693000015,30.1,86.2,11.2,18,288,WNW,1007,29.72,0,0,58,46,33.1,91.6,10,6,8,13,20.9
1693000016,30,86,11.6,18.7,288,WNW,1007,29.72,0,0,60,22,33.1,91.6,10,6,8,13.4,21.6
1693000017,26,78.8,11.9,19.1,300,WNW,1012,29.88,0,0,74,50,28,82.5,5,3,6,13.9,22.3
1693000018,26.5,79.7,14.1,22.7,255,WSW,1009,29.8,0,0,64,49,28.1,82.6,10,6,7,16.1,25.9
1693000019,28.4,83.1,12.5,20.2,285,WNW,1009,29.79,0,0,64,56,30.8,87.4,10,6,7,14.3,23
1693000020,26.9,80.4,11.4,18.4,288,WNW,1008,29.77,0,0,71,11,29.1,84.4,10,6,7,13.2,21.2
1693000021,26.7,80.1,15,24.1,240,WSW,1008,29.77,0,0,66,3,28.4,83.1,10,6,7,17.2,27.7
1693000022,28.1,82.6,11,17.6,280,W,1007,29.75,0.3,0.01,65,72,30.4,86.7,9,5,6,15.7,25.2
1693000023,27.4,81.3,12.5,20.2,273,W,1008,29.77,0,0,69,14,29.7,85.5,10,6,7,14.3,23
1693000024,26,78.8,11.9,19.1,300,WNW,1012,29.88,0,0,74,50,28.2,82.8,5,3,7,14.5,23.4
1693000025,27,80.6,14.8,23.8,247,WSW,1009,29.78,0,0,66,6,28.9,84,10,6,7,17,27.4
1693000026,27.2,81,8.9,14.4,263,W,1009,29.8,0,0,65,88,29.1,84.4,10,6,6,10.3,16.6
1693000027,29.9,85.8,10.5,16.9,259,W,1007,29.73,0,0,57,5,32.3,90.1,10,6,7,12.1,19.4
1693000028,31.6,88.9,13,20.9,271,W,1006,29.7,0,0,53,11,34.7,94.5,10,6,8,15,24.1
1693000029,32.4,90.3,12.8,20.5,282,WNW,1005,29.68,0.1,0,50,89,35.6,96.1,10,6,7,15,24.1
1693000030,27.3,81.1,13,20.9,249,WSW,1009,29.8,0,0,63,68,29.1,84.4,10,6,6,15,24.1
1693000031,26.7,80.1,10.7,17.3,329,NNW,1008,29.77,0,0,69,57,28.7,83.7,10,6,7,12.3,19.8
1693000032,28.2,82.8,10.1,16.2,285,WNW,1009,29.79,0,0,64,73,30.6,87.1,10,6,6,11.6,18.7
1693000033,27,80.6,9.6,15.5,296,WNW,1007,29.75,0.2,0.01,74,86,29.6,85.3,9,5,6,13,20.9
1693000034,31.1,88,13,20.9,278,W,1006,29.7,0,0,55,12,34.3,93.7,10,6,8,15,24.1
1693000035,28.8,83.8,10.3,16.6,294,WNW,1007,29.75,0,0,64,16,31.6,88.9,10,6,7,11.9,19.1
1693000036,26,78.8,11.9,19.1,300,WNW,1012,29.88,0,0,74,50,27.6,81.7,5,3,6,15.4,24.8
1693000037,32,89.6,10.5,16.9,320,NW,1005,29.68,0,0,63,50,34.2,93.5,4,2,8,11.6,18.7
1693000038,30.1,86.2,9.2,14.8,281,WNW,1006,29.72,0,0,60,39,33.3,91.9,10,6,8,10.5,16.9
1693000039,28.5,83.3,12.3,19.8,266,W,1009,29.79,0,0,61,85,30.5,86.9,10,6,6,14.1,22.7
1693000040,26.9,80.4,9.2,14.8,288,WNW,1009,29.79,0,0,72,30,29.3,84.7,10,6,7,10.5,16.9
1693000041,30.8,87.4,10.7,17.3,261,W,1006,29.7,0,0,53,6,33.2,91.8,10,6,8,12.3,19.8
1693000042,27,80.6,7.6,12.2,311,NW,1008,29.77,0.2,0.01,72,77,29.5,85.1,10,6,6,10.3,16.6
1693000043,26.9,80.4,13,20.9,262,W,1009,29.79,0,0,67,17,28.8,83.8,10,6,7,15,24.1
1693000044,27.7,81.9,13.4,21.6,269,W,1007,29.75,0,0,67,12,30,86,10,6,7,15.4,24.8
1693000045,30.2,86.4,11.9,19.1,280,W,1006,29.72,0.1,0,59,83,33.3,91.9,10,6,7,14.5,23.4
1693000046,28.6,83.5,8.3,13.3,278,W,1009,29.8,0,0,64,81,31.1,88,10,6,6,9.6,15.5
1693000047,27.6,81.7,7.2,11.5,299,WNW,1007,29.74,0.2,0.01,63,72,29.4,84.9,10,6,6,9.4,15.1
1693000048,27.7,81.9,8.1,13,296,WNW,1007,29.74,0.5,0.02,68,82,30.2,86.4,9,5,6,12.5,20.2
1693000049,27.6,81.7,9.6,15.5,287,WNW,1008,29.77,0,0,70,19,30.1,86.2,10,6,7,11.2,18
1693000050,29.2,84.6,12.3,19.8,252,WSW,1008,29.78,0,0,61,52,31.7,89.1,10,6,7,14.5,23.4
1693000051,20.7,69.3,5.1,8.3,301,WNW,1009,29.79,0,0,59,7,20.7,69.3,10,6,6,8.9,14.4
1693000052,31.8,89.2,10.3,16.6,280,W,1006,29.7,0.1,0,54,82,35.4,95.7,10,6,7,12.3,19.8
1693000053,20.3,68.5,6.3,10.1,244,WSW,1010,29.83,0,0,64,24,20.2,68.4,10,6,6,7.2,11.5
1693000054,20.7,69.3,5.1,8.3,301,WNW,1009,29.79,0,0,59,7,20.7,69.3,10,6,6,8.9,14.4
1693000055,30.9,87.6,3.6,5.8,333,NNW,1006,29.72,0,0,51,12,33.1,91.6,10,6,8,4,6.5
1693000056,23.8,74.8,4.9,7.9,203,SSW,1009,29.8,0,0,62,11,25.4,77.7,10,6,6,5.8,9.4
1693000057,25.5,77.9,2.7,4.3,251,WSW,1009,29.78,0,0,56,8,26.5,79.7,10,6,7,3.1,5
1693000058,30.8,87.4,8.1,13,282,WNW,1005,29.69,0,0,57,26,34,93.2,10,6,8,10.5,16.9
1693000059,27.2,81,5.1,8.3,76,ENE,1005,29.68,1.2,0.05,65,73,29,84.2,9,5,6,9.8,15.8
1693000060,15.3,59.5,2.7,4.3,307,NW,1011,29.86,0,0,62,13,15.3,59.5,10,6,5,4.9,7.9
1693000061,22.8,73,4.5,7.2,119,ESE,1010,29.83,0,0,45,6,24.5,76.1,10,6,6,5.1,8.3
1693000062,15.3,59.5,2.7,4.3,307,NW,1011,29.86,0,0,62,13,15.3,59.5,10,6,5,4.9,7.9
1693000063,15.3,59.5,2.7,4.3,307,NW,1011,29.86,0,0,62,13,15.3,59.5,10,6,5,4.9,7.9
1693000064,27.2,81,5.1,8.3,76,ENE,1005,29.68,1.2,0.05,65,73,29,84.2,9,5,6,9.8,15.8
1693000065,7.1,44.8,3.4,5.4,250,WSW,1011,29.84,0,0,27,5,6.3,43.3,10,6,3,3.8,6.1
1693000066,20.1,68.2,2.5,4,151,SSE,1011,29.87,0.1,0,65,82,20.1,68.2,10,6,5,2.9,4.7
1693000067,18.5,65.3,4,6.5,33,NNE,1010,29.83,0.1,0,70,84,18.5,65.3,10,6,4,5.6,9
1693000068,20,68,2.2,3.6,159,SSE,1012,29.87,0.1,0,66,87,20,68,10,6,5,2.7,4.3
1693000069,21.5,70.7,2.2,3.6,4,N,1011,29.86,0.1,0,73,70,21.4,70.5,10,6,5,2.7,4.3
1693000070,20.1,68.2,2.5,4,151,SSE,1011,29.87,0.1,0,65,82,20.1,68.2,10,6,5,2.9,4.7
1693000071,27.2,81,5.1,8.3,76,ENE,1005,29.68,1.2,0.05,65,73,29,84.2,9,5,6,9.8,15.8
1693000072,20.1,68.2,2.5,4,151,SSE,1011,29.87,0.1,0,65,82,20.1,68.2,10,6,5,2.9,4.7
1693000073,32.4,90.3,10.7,17.3,290,WNW,1006,29.69,0.1,0,49,72,35.3,95.5,10,6,7,12.8,20.5
1693000074,17.8,64,2.2,3.6,233,SW,1011,29.87,0.5,0.02,66,81,17.8,64,10,6,4,2.7,4.3
1693000075,27.2,81,5.8,9.4,75,ENE,1005,29.68,1.2,0.05,65,76,29.1,84.4,9,5,6,11.2,18
1693000076,27.3,81.1,3.4,5.4,306,NW,1006,29.71,0.2,0.01,68,82,29.4,84.9,9,5,6,4.5,7.2
1693000077,14.2,57.6,3.6,5.8,251,WSW,1011,29.84,0,0,22,32,14.3,57.7,10,6,4,4,6.5
1693000078,17.5,63.5,2.2,3.6,263,W,1012,29.88,0.1,0,64,88,17.5,63.5,10,6,4,2.2,3.6
1693000079,28.6,83.5,9.2,14.8,221,SW,1009,29.8,0.1,0,69,83,31.9,89.4,10,6,6,11.2,18
1693000080,27.8,82,11,17.6,247,WSW,1008,29.77,0,0,70,70,30.5,86.9,10,6,6,14.8,23.8
1693000081,30,86,8.1,13,220,SW,1008,29.77,0,0,66,25,32,89.7,5,3,8,11.6,18.7
1693000082,31.1,88,11,17.6,250,WSW,1006,29.7,0,0,52,4,33.5,92.3,10,6,8,12.5,20.2
1693000083,29.9,85.8,11.2,18,239,WSW,1008,29.77,0,0,52,72,31.5,88.7,10,6,6,13.9,22.3
1693000084,31,87.8,9.4,15.1,290,WNW,1004,29.65,0,0,66,75,34.8,94.6,5,3,8,10.7,17.3
1693000085,31.5,88.7,12.5,20.2,245,WSW,1007,29.74,0,0,44,24,32.9,91.2,10,6,8,14.3,23
1693000086,30.3,86.5,10.3,16.6,236,WSW,1008,29.77,0,0,52,39,32.3,90.1,10,6,8,11.9,19.1
1693000087,30.2,86.4,13.9,22.3,244,WSW,1008,29.76,0,0,50,36,31.8,89.2,10,6,8,15.9,25.6
1693000088,27.3,81.1,13,20.9,249,WSW,1009,29.8,0,0,63,68,29.1,84.4,10,6,6,15,24.1
1693000089,29,84.2,9.4,15.1,270,W,1008,29.77,0,0,75,75,29.9,85.9,6,3,8,17.4,28.1
1693000090,29.6,85.3,10.5,16.9,240,WSW,1007,29.75,0,0,54,66,31.4,88.5,10,6,6,12.1,19.4
1693000091,28,82.4,12.3,19.8,233,SW,1007,29.75,0,0,61,85,29.9,85.8,10,6,6,15.4,24.8
1693000092,29.7,85.5,10.3,16.6,242,WSW,1009,29.78,0,0,56,46,31.9,89.4,10,6,7,11.9,19.1
1693000093,27.7,81.9,11,17.6,247,WSW,1008,29.77,0,0,70,71,30.4,86.7,10,6,6,15,24.1
1693000094,29.4,84.9,14.3,23,239,WSW,1008,29.76,0,0,57,46,31.5,88.7,10,6,7,16.6,26.6
1693000095,27.9,82.2,16.8,27,236,WSW,1007,29.74,0,0,71,52,30.9,87.6,10,6,7,21.9,35.3
1693000096,28.4,83.1,9.6,15.5,220,SW,1009,29.8,0.1,0,70,84,31.6,88.9,10,6,6,12.1,19.4
1693000097,28.4,83.1,10.1,16.2,221,SW,1009,29.79,0.1,0,69,89,31.5,88.7,10,6,6,12.5,20.2
1693000098,29.2,84.6,16.3,26.3,242,WSW,1007,29.74,0,0,59,19,31.6,88.9,10,6,7,19.9,32
1693000099,27.7,81.9,14.1,22.7,241,WSW,1008,29.75,0,0,70,13,30.2,86.4,10,6,7,18.6,29.9
1693000100,28.6,83.5,9.2,14.8,221,SW,1009,29.8,0.1,0,69,83,31.9,89.4,10,6,6,11.2,18
1693000101,30,86,15,24.1,240,WSW,1008,29.77,0,0,70,50,31.9,89.5,4,2,8,10.5,16.9
1693000102,29,84.2,9.4,15.1,270,W,1008,29.77,0,0,75,75,30.3,86.5,6,3,7,19,30.6
1693000103,30,86,15,24.1,240,WSW,1008,29.77,0,0,70,50,32,89.5,4,2,8,10.7,17.3
1693000104,28.3,82.9,8.7,14,219,SW,1009,29.8,0.1,0,71,80,31.6,88.9,10,6,6,11,17.6
1693000105,33,91.4,8.1,13,300,WNW,1007,29.74,0.2,0.01,63,50,40.9,105.7,6,3,7,9.8,15.8
1693000106,33.8,92.8,9.6,15.5,310,NW,1006,29.71,0,0,44,6,36.8,98.2,10,6,8,11.2,18
1693000107,32,89.6,2.2,3.6,175,S,1006,29.71,0,0,54,27,35.9,96.6,10,6,8,2,3.2
1693000108,35.3,95.5,15.4,24.8,306,NW,1007,29.73,0.1,0,40,88,38.7,101.7,10,6,8,18.8,30.2
1693000109,32.2,90,10.5,16.9,302,WNW,1009,29.78,0,0,48,45,34.7,94.5,10,6,8,12.1,19.4
1693000110,32.7,90.9,8.5,13.7,331,NNW,1006,29.7,0,0,51,6,36.5,97.7,10,6,8,10.1,16.2
1693000111,30.9,87.6,11.2,18,301,WNW,1009,29.79,0,0,50,34,33,91.4,10,6,8,13,20.9
1693000112,33,91.4,8.1,13,300,WNW,1007,29.74,0,0,63,50,37.5,99.6,6,3,8,8.9,14.4
1693000113,33.3,91.9,3.4,5.4,334,NNW,1006,29.7,0,0,46,14,36.3,97.3,10,6,8,3.8,6.1
1693000114,31,87.8,11.2,18,304,NW,1009,29.8,0,0,45,8,32.2,90,10,6,8,13,20.9
1693000115,33,91.4,8.1,13,300,WNW,1007,29.74,0,0,63,50,38.1,100.5,6,3,8,10.5,16.9
1693000116,32,89.6,16.1,25.9,320,NW,1009,29.8,0,0,49,25,33.7,92.7,6,3,8,15,24.1
1693000117,33,91.4,6.9,11.2,325,NW,1005,29.67,0,0,47,15,36.2,97.2,10,6,8,8.1,13
1693000118,34,93.2,4.3,6.8,340,NNW,1005,29.68,0,0,53,25,39.8,103.6,3.5,2,8,4.7,7.6
1693000119,32,89.6,4.3,6.8,270,W,1007,29.74,0,0,67,50,34.9,94.8,4,2,8,6.7,10.8
1693000120,30.9,87.6,7.6,12.2,279,W,1006,29.71,0,0,56,15,33.9,93,10,6,8,8.7,14
1693000121,30,86,10.5,16.9,350,N,1010,29.83,0,0,62,50,31.7,89,4,2,7,4.9,7.9
1693000122,28.9,84,6.3,10.1,299,WNW,1007,29.72,0.1,0,54,84,30.4,86.7,10,6,6,7.4,11.9
1693000123,32,89.6,9.4,15.1,270,W,1006,29.71,0,0,67,50,36.6,97.8,3,1,8,8.5,13.7
1693000124,30.6,87.1,7.4,11.9,288,WNW,1006,29.7,0,0,54,12,33,91.4,10,6,8,8.5,13.7
1693000125,31.3,88.3,6.7,10.8,309,NW,1006,29.69,0,0,52,16,33.9,93,10,6,8,7.8,12.6
1693000126,28,82.4,2.2,3.6,342,NNW,1007,29.74,0,0,54,22,29.2,84.6,10,6,7,2.5,4
1693000127,32.2,90,6,9.7,282,WNW,1005,29.66,0,0,56,17,36.5,97.7,10,6,8,7.6,12.2
1693000128,32.9,91.2,6.5,10.4,306,NW,1005,29.67,0,0,52,12,37.1,98.8,10,6,8,7.4,11.9
1693000129,32.5,90.5,5.4,8.6,326,NNW,1005,29.68,0,0,47,14,35.1,95.2,10,6,8,6.3,10.1
1693000130,32.8,91,6.7,10.8,335,NNW,1005,29.67,0,0,51,14,36.8,98.2,10,6,8,7.8,12.6
1693000131,31.6,88.9,5.6,9,324,NW,1006,29.69,0,0,51,13,34.4,93.9,10,6,8,6.5,10.4
1693000132,31.5,88.7,6.7,10.8,316,NW,1005,29.68,0,0,52,13,34.4,93.9,10,6,8,7.8,12.6
1693000133,28.9,84,2.2,3.6,33,NNE,1007,29.73,0,0,53,20,30.3,86.5,10,6,7,2.7,4.3
1693000134,30,86,10.5,16.9,350,N,1010,29.83,0,0,62,50,31.7,89,4,2,7,4.9,7.9
1693000135,28,82.4,9.2,14.8,279,W,1007,29.72,0,0,64,11,30.2,86.4,10,6,7,11.6,18.7
1693000136,30,86,10.5,16.9,350,N,1010,29.83,0,0,62,50,31.7,89.1,4,2,7,5.4,8.6
1693000137,34,93.2,8.1,13,290,WNW,1004,29.65,0,0,71,50,39.6,103.2,5,3,8,8.3,13.3
1693000138,33.2,91.8,7.2,11.5,284,WNW,1004,29.66,0,0,52,16,37.9,100.2,10,6,8,8.3,13.3
1693000139,32.6,90.7,4.7,7.6,261,W,1004,29.65,0,0,55,11,37.4,99.3,10,6,8,5.6,9
1693000140,32.8,91,5.4,8.6,272,W,1004,29.65,0,0,57,20,38.2,100.8,10,6,8,6.3,10.1
1693000141,32,89.6,9.4,15.1,270,W,1006,29.71,0,0,67,50,34.8,94.7,3,1,8,9.6,15.5
1693000142,32.9,91.2,6.5,10.4,306,NW,1005,29.67,0,0,52,12,37.1,98.8,10,6,8,7.4,11.9
1693000143,26.6,79.9,10.7,17.3,290,WNW,1010,29.83,0,0,62,50,28.1,82.6,10,6,7,12.3,19.8
1693000144,33.2,91.8,8.3,13.3,263,W,1005,29.67,0,0,50,20,37.2,99,10,6,8,9.6,15.5
1693000145,32.1,89.8,2.9,4.7,253,WSW,1004,29.65,0,0,60,15,37.5,99.5,10,6,8,3.4,5.4
1693000146,32.5,90.5,5.6,9,257,WSW,1004,29.65,0,0,56,17,37.3,99.1,10,6,8,6.5,10.4
1693000147,31.3,88.3,6.7,10.8,309,NW,1006,29.69,0,0,52,16,33.9,93,10,6,8,7.8,12.6
1693000148,22.8,73,4.5,7.2,119,ESE,1010,29.83,0,0,45,6,24.5,76.1,10,6,6,5.1,8.3
1693000149,32.9,91.2,5.6,9,275,W,1004,29.66,0.1,0,54,89,37.6,99.7,10,6,7,6.9,11.2
1693000150,31.9,89.4,6.5,10.4,261,W,1004,29.65,0.6,0.02,59,76,36.8,98.2,9,5,7,10.7,17.3
1693000151,32.7,90.9,8.1,13,258,WSW,1004,29.66,0.1,0,56,83,37.7,99.9,10,6,7,10.1,16.2
1693000152,32.3,90.1,3.4,5.4,256,WSW,1004,29.65,0.1,0,58,81,37.2,99,10,6,7,4,6.5
1693000153,32.5,90.5,9.6,15.5,262,W,1005,29.67,0,0,53,18,36.6,97.9,10,6,8,11.2,18
1693000154,32.4,90.3,4.9,7.9,265,W,1004,29.66,0.4,0.02,54,86,36.6,97.9,9,5,7,7.2,11.5
1693000155,32.9,91.2,5.6,9,275,W,1004,29.66,0.1,0,54,89,37.6,99.7,10,6,7,6.9,11.2
1693000156,34,93.2,8.1,13,290,WNW,1004,29.65,0,0,71,50,39.2,102.5,5,3,8,8.7,14
1693000157,32,89.6,4.3,6.8,270,W,1007,29.74,0,0,67,50,34.7,94.4,4,2,8,4.9,7.9
1693000158,32.4,90.3,5.4,8.6,261,W,1004,29.66,0.2,0.01,56,81,36.9,98.4,9,5,7,7.2,11.5
1693000159,32.8,91,6.7,10.8,255,WSW,1004,29.66,0,0,54,18,37.4,99.3,10,6,8,7.8,12.6
1693000160,32.2,90,9.4,15.1,284,WNW,1005,29.69,0,0,52,15,35.8,96.4,10,6,8,10.7,17.3
1693000161,32.9,91.2,7.4,11.9,270,W,1005,29.66,0,0,52,10,37.2,99,10,6,8,8.5,13.7
1693000162,33.1,91.6,7.4,11.9,270,W,1005,29.66,0,0,52,10,37.5,99.5,10,6,8,8.5,13.7
1693000163,32.3,90.1,3.4,5.4,256,WSW,1004,29.65,0.1,0,58,81,37.2,99,10,6,7,4,6.5
1693000164,33.2,91.8,7.6,12.2,265,W,1005,29.66,0,0,52,13,37.6,99.7,10,6,8,8.7,14
1693000165,32.5,90.5,8.1,13,281,WNW,1005,29.68,0,0,53,11,36.7,98.1,10,6,8,9.2,14.8
1693000166,33.2,91.8,7.6,12.2,265,W,1005,29.66,0,0,52,12,37.6,99.7,10,6,8,8.7,14
1693000167,33,91.4,5.4,8.6,273,W,1004,29.66,0,0,54,14,37.9,100.2,10,6,8,6.3,10.1
1693000168,31,87.8,6.9,11.2,270,W,1006,29.71,0,0,63,0,31.6,88.9,5,3,8,11.2,18
1693000169,30.5,86.9,4,6.5,318,NW,1005,29.67,0,0,62,10,34.4,93.9,10,6,8,4.7,7.6
1693000170,33,91.4,8.5,13.7,295,WNW,1005,29.67,0,0,46,9,35.8,96.4,10,6,8,9.8,15.8
1693000171,31,87.8,6.9,11.2,270,W,1006,29.71,0,0,63,0,31.7,89,5,3,8,10.7,17.3
1693000172,34,93.2,9.2,14.8,274,W,1005,29.67,0,0,42,6,36.5,97.7,10,6,8,10.5,16.9
1693000173,33.7,92.7,7.4,11.9,303,WNW,1005,29.67,0,0,45,6,36.7,98.1,10,6,8,8.5,13.7
1693000174,31,87.8,6.9,11.2,270,W,1006,29.71,0,0,63,0,32.3,90.2,5,3,8,10.7,17.3
1693000175,32.5,90.5,6.7,10.8,306,NW,1005,29.67,0,0,52,8,36.3,97.3,10,6,8,7.8,12.6
1693000176,34.3,93.7,8.5,13.7,287,WNW,1005,29.67,0,0,41,6,37,98.6,10,6,8,9.8,15.8
1693000177,33.1,91.6,8.9,14.4,302,WNW,1005,29.67,0,0,47,6,36.2,97.2,10,6,8,10.3,16.6
1693000178,33.2,91.8,8.3,13.3,299,WNW,1005,29.68,0,0,43,8,35.5,95.9,10,6,8,9.6,15.5
1693000179,35.1,95.2,8.7,14,259,W,1004,29.66,0,0,39,5,37.7,99.9,10,6,9,10.1,16.2
1693000180,31,87.8,6.9,11.2,270,W,1006,29.71,0,0,63,0,31.5,88.7,5,3,8,10.7,17.3
1693000181,35.1,95.2,9.6,15.5,248,WSW,1004,29.65,0,0,39,5,37.7,99.9,10,6,9,11.2,18
1693000182,34.7,94.5,10.1,16.2,262,W,1004,29.66,0,0,40,5,37.4,99.3,10,6,8,11.6,18.7
1693000183,33.1,91.6,8.3,13.3,299,WNW,1005,29.68,0,0,44,8,35.5,95.9,10,6,8,9.6,15.5
1693000184,33.9,93,8.5,13.7,279,W,1005,29.67,0,0,42,6,36.5,97.7,10,6,8,9.8,15.8
1693000185,31.5,88.7,5.6,9,321,NW,1005,29.67,0,0,56,10,35.1,95.2,10,6,8,6.5,10.4
1693000186,30.1,86.2,5.4,8.6,328,NNW,1006,29.69,0,0,56,11,32.7,90.9,10,6,8,6.3,10.1
1693000187,27.4,81.3,2.2,3.6,256,WSW,1010,29.83,0.1,0,73,71,30.2,86.4,10,6,6,2.2,3.6
1693000188,27.8,82,22.8,36.7,259,W,1009,29.8,0.3,0.01,80,70,31.8,89.2,10,6,6,31.5,50.8
1693000189,29,84.2,3.8,6.1,293,WNW,1007,29.73,0,0,54,11,30.6,87.1,10,6,7,4.5,7.2
1693000190,32,89.6,11,17.6,313,NW,1009,29.78,0,0,53,30,35.5,95.9,10,6,8,12.5,20.2
1693000191,12,53.6,6.7,10.8,220,SW,1009,29.8,0.1,0,72,77,11,51.8,10,6,3,11.2,18
1693000192,30.9,87.6,2.2,3.6,82,E,1004,29.65,0.1,0,69,73,36.6,97.9,10,6,7,2.7,4.3
1693000193,30,86,9.4,15.1,10,N,1005,29.68,0,0,79,75,34.2,93.6,4,2,8,4.5,7.2
1693000194,31.8,89.2,2.5,4,234,SW,1004,29.65,0.1,0,63,89,37.6,99.7,10,6,7,2.9,4.7
1693000195,32,89.6,2.2,3.6,187,S,1003,29.62,0,0,66,25,38.8,101.8,10,6,8,2,3.2
1693000196,30,86,3.8,6.1,20,NNE,1005,29.68,0.6,0.02,75,75,38.4,101,5,3,6,4,6.5
1693000197,28.9,84,2.2,3.6,179,S,1004,29.65,0.1,0,75,88,33.4,92.1,10,6,6,2.7,4.3
1693000198,30,86,3.8,6.1,20,NNE,1005,29.68,0.3,0.01,75,75,38,100.3,5,3,6,5.4,8.6
1693000199,31.9,89.4,4.5,7.2,270,W,1004,29.65,0.4,0.02,56,86,36.1,97,9,5,7,6.7,10.8
1693000200,30.9,87.6,2.2,3.6,82,E,1004,29.65,0.1,0,69,73,36.6,97.9,10,6,7,2.7,4.3
1693000201,24.4,75.9,4.3,6.8,198,SSW,1007,29.75,0,0,73,32,26.1,79,10,6,6,4.9,7.9
1693000202,28.7,83.7,2.2,3.6,229,SW,1010,29.83,0,0,72,82,32.5,90.5,10,6,6,2.2,3.6
1693000203,28.8,83.8,3.6,5.8,48,NE,1005,29.67,0.2,0.01,78,81,33.8,92.8,10,6,6,4.7,7.6
1693000204,30,86,3.8,6.1,20,NNE,1005,29.68,0.3,0.01,75,75,38,100.3,5,3,6,5.4,8.6
1693000205,30.9,87.6,2.2,3.6,82,E,1004,29.65,0.1,0,69,73,36.6,97.9,10,6,7,2.7,4.3
1693000206,29.2,84.6,4.9,7.9,91,E,1005,29.66,0.1,0,74,85,34,93.2,10,6,6,6,9.7
1693000207,29,84.2,2.5,4,2,N,1005,29.67,0.1,0,75,76,33.7,92.7,10,6,6,2.9,4.7
1693000208,30.9,87.6,2.2,3.6,82,E,1004,29.65,0.1,0,69,73,36.6,97.9,10,6,7,2.7,4.3
1693000209,30,86,3.8,6.1,20,NNE,1005,29.68,0,0,84,50,36.8,98.2,4,2,6,3.1,5
1693000210,33.8,92.8,9.6,15.5,310,NW,1006,29.71,0,0,44,6,36.8,98.2,10,6,8,11.2,18
1693000211,30.2,86.4,9.4,15.1,231,SW,1009,29.79,0.3,0.01,66,66,34.6,94.3,10,6,7,13,20.9
1693000212,30.9,87.6,7.4,11.9,254,WSW,1008,29.78,0,0,61,36,35,95,10,6,8,9.6,15.5
1693000213,29.9,85.8,7.8,12.6,301,WNW,1010,29.83,0,0,64,29,33.5,92.3,10,6,7,8.9,14.4
1693000214,32.4,90.3,3.4,5.4,288,WNW,1004,29.65,0,0,54,62,36.4,97.5,10,6,8,3.8,6.1
1693000215,31.9,89.4,3.4,5.4,273,W,1004,29.65,0,0,57,37,36.3,97.3,10,6,8,3.8,6.1
1693000216,31.9,89.4,3.4,5.4,273,W,1004,29.65,0,0,57,37,36.3,97.3,10,6,8,3.8,6.1
1693000217,32.4,90.3,3.4,5.4,288,WNW,1004,29.65,0,0,54,62,36.4,97.5,10,6,8,3.8,6.1
1693000218,28.3,82.9,2.7,4.3,337,NNW,1005,29.67,0,0,55,60,29.6,85.3,10,6,7,3.8,6.1
1693000219,28.3,82.9,2.7,4.3,337,NNW,1005,29.67,0,0,55,60,29.6,85.3,10,6,7,3.8,6.1
1693000220,27.7,81.9,2.5,4,250,WSW,1010,29.83,0,0,72,28,30.6,87.1,10,6,7,3.1,5
1693000221,29,84.2,3.8,6.1,180,S,1009,29.8,0,0,79,75,30.4,86.7,5,3,8,3.1,5
1693000222,23.7,74.7,2.2,3.6,350,N,1006,29.72,0,0,59,44,25.3,77.5,10,6,6,2,3.2
1693000223,34,93.2,6.9,11.2,300,WNW,1004,29.65,0,0,60,50,37.7,99.9,3.2,1,9,8.3,13.3
1693000224,29,84.2,3.8,6.1,180,S,1009,29.8,0,0,79,75,30.9,87.5,5,3,7,2.2,3.6
