last_updated_epoch,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,wind_direction,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph
1693001538,29,84.2,2.2,3.6,226,SW,1007,29.74,0,0,70,25,31.9,89.4,3.5,2,1,8.3,13.3
1693001539,26.6,79.9,2.2,3.6,263,W,1005,29.67,0,0,77,5,29.3,84.7,10,6,1,3.6,5.8
1693001540,25.6,78.1,2.2,3.6,37,NE,1005,29.67,0,0,81,3,28,82.4,10,6,1,4.5,7.2
1693001541,26.5,79.7,2.2,3.6,134,SE,1005,29.67,0,0,79,4,29.3,84.7,10,6,1,2.7,4.3
1693001542,28.6,83.5,2.2,3.6,297,WNW,1004,29.66,0,0,59,7,30.5,86.9,10,6,1,4.3,6.8
1693001543,28.2,82.8,3.6,5.8,147,SSE,1004,29.66,0,0,63,6,30.3,86.5,10,6,1,7.2,11.5
1693001544,27.7,81.9,3.8,6.1,228,SW,1004,29.66,0,0,68,14,30.2,86.4,10,6,1,7.8,12.6
1693001545,27.9,82.2,4.7,7.6,231,SW,1005,29.66,0,0,79,22,32,89.6,10,6,7,8.9,14.4
1693001546,26.8,80.2,2.2,3.6,237,WSW,1005,29.66,0,0,76,4,29.5,85.1,10,6,1,4.5,7.2
1693001547,28.4,83.1,3.1,5,193,SSW,1004,29.66,0,0,65,9,31,87.8,10,6,1,6,9.7
1693001548,27.7,81.9,3.8,6.1,228,SW,1004,29.66,0,0,68,14,30.2,86.4,10,6,1,7.8,12.6
1693001549,25.2,77.4,2.2,3.6,85,E,1005,29.67,0,0,86,4,27.7,81.9,10,6,1,3.6,5.8
1693001550,28.1,82.6,5.4,8.6,232,SW,1004,29.66,0,0,62,9,30.1,86.2,10,6,1,10.7,17.3
1693001551,28.2,82.8,5.1,8.3,232,SW,1004,29.66,0,0,61,7,30.1,86.2,10,6,1,10.1,16.2
1693001552,28.1,82.6,4.5,7.2,209,SSW,1004,29.66,0,0,65,14,30.5,86.9,10,6,1,8.5,13.7
1693001553,27.1,80.8,2.2,3.6,38,NE,1004,29.66,0,0,72,13,29.6,85.3,10,6,1,3.4,5.4
1693001554,27.8,82,5.6,9,150,SSE,1004,29.65,0,0,56,9,29,84.2,10,6,1,11.6,18.7
1693001555,27,80.6,2.2,3.6,289,WNW,1005,29.68,0,0,89,25,29.3,84.7,4,2,1,4.7,7.6
1693001556,28,82.4,4.9,7.9,234,SW,1005,29.66,0,0,68,18,30.6,87.1,10,6,1,9.4,15.1
1693001557,27.6,81.7,2.2,3.6,80,E,1004,29.65,0,0,68,14,29.9,85.8,10,6,1,4.7,7.6
1693001558,28.9,84,5.1,8.3,248,WSW,1005,29.67,0,0,65,20,31.7,89.1,10,6,1,8.9,14.4
1693001559,27.3,81.1,4,6.5,294,WNW,1006,29.7,0,0,70,46,29.6,85.3,10,6,1,7.4,11.9
1693001560,26.9,80.4,7.4,11.9,216,SW,1005,29.68,0,0,69,12,28.9,84,10,6,1,15.4,24.8
1693001561,27.8,82,6.9,11.2,242,WSW,1005,29.67,0,0,65,11,30,86,10,6,1,13.4,21.6
1693001562,23.6,74.5,7.2,11.5,191,SSW,1008,29.78,0,0,84,9,25.7,78.3,10,6,1,13.4,21.6
1693001563,28.2,82.8,6,9.7,240,WSW,1005,29.68,0,0,61,13,30.1,86.2,10,6,1,10.7,17.3
1693001564,27.3,81.1,6,9.7,206,SSW,1005,29.67,0,0,70,24,29.8,85.6,10,6,1,11.6,18.7
1693001565,27.1,80.8,3.1,5,53,NE,1004,29.66,0,0,74,17,29.7,85.5,10,6,1,6.5,10.4
1693001566,27.7,81.9,6,9.7,217,SW,1005,29.67,0,0,66,13,29.8,85.6,10,6,1,11.9,19.1
1693001567,27,80.6,2.2,3.6,294,WNW,1005,29.68,0,0,89,25,29.5,85,4,2,1,4,6.5
1693001568,27.3,81.1,6.9,11.2,254,WSW,1006,29.7,0,0,65,16,29.3,84.7,10,6,1,13,20.9
1693001569,26.9,80.4,7.4,11.9,216,SW,1005,29.68,0,0,69,12,28.9,84,10,6,1,15.4,24.8
1693001570,27.5,81.5,2.7,4.3,246,WSW,1005,29.67,0,0,72,23,30.2,86.4,10,6,1,5.1,8.3
1693001571,27,80.6,2.2,3.6,267,W,1005,29.68,0.1,0,89,25,28.8,83.8,4,2,1,6,9.7
1693001572,24.9,76.8,5.1,8.3,218,SW,1005,29.67,0,0,77,5,26.8,80.2,10,6,1,10.7,17.3
1693001573,28.5,83.3,4.3,6.8,240,WSW,1005,29.66,0,0,66,28,31.3,88.3,10,6,1,8.1,13
1693001574,27.9,82.2,4.9,7.9,275,W,1005,29.67,0,0,66,14,30.3,86.5,10,6,1,9.6,15.5
1693001575,26.6,79.9,2.2,3.6,263,W,1005,29.67,0,0,77,5,29.3,84.7,10,6,1,3.6,5.8
1693001576,29,84.2,2.2,3.6,203,SSW,1007,29.74,0,0,70,25,31.5,88.6,3.5,2,1,6.7,10.8
1693001577,24.9,76.8,4,6.5,223,SW,1005,29.67,0,0,79,5,26.8,80.2,10,6,1,8.5,13.7
1693001578,27,80.6,2.2,3.6,10,N,1006,29.71,0,0,89,25,28.9,83.9,3.5,2,1,9.2,14.8
1693001579,24.5,76.1,3.8,6.1,143,SE,1005,29.67,0,0,85,5,26.6,79.9,10,6,1,7.8,12.6
1693001580,27.4,81.3,6.3,10.1,229,SW,1005,29.67,0,0,65,12,29.3,84.7,10,6,1,12.8,20.5
1693001581,28.8,83.8,5.4,8.6,252,WSW,1004,29.66,0,0,58,7,30.6,87.1,10,6,1,9.8,15.8
1693001582,26.8,80.2,11,17.6,217,SW,1007,29.74,0,0,82,28,30.2,86.4,10,6,1,16.3,26.3
1693001583,25,77,2.2,3.6,228,SW,1007,29.74,0.7,0.03,83,50,27.1,80.9,4,2,1,5.8,9.4
1693001584,25,77,2.2,3.6,284,WNW,1008,29.76,1.6,0.06,79,51,27.1,80.8,10,6,1,1.3,2.2
1693001585,26,78.8,8.1,13,280,W,1006,29.71,1.5,0.06,84,50,28.7,83.6,4,2,1,15.9,25.6
1693001586,26.9,80.4,9.2,14.8,220,SW,1007,29.74,0,0,81,45,30.2,86.4,10,6,1,13.6,22
1693001587,26,78.8,8.1,13,280,W,1006,29.71,1.8,0.07,84,50,28.6,83.5,4,2,1,10.3,16.6
1693001588,24.8,76.6,9.2,14.8,282,WNW,1009,29.8,0.1,0,85,80,27.1,80.8,10,6,1,15,24.1
1693001589,27.5,81.5,6,9.7,251,WSW,1005,29.67,0,0,66,18,29.7,85.5,10,6,1,11.6,18.7
1693001590,27.6,81.7,5.6,9,213,SSW,1005,29.67,0,0,69,30,30,86,10,6,1,10.5,16.9
1693001591,25.9,78.6,7.6,12.2,251,WSW,1006,29.7,0.4,0.02,71,78,27.7,81.9,9,5,1,15.4,24.8
1693001592,28.8,83.8,7.8,12.6,243,WSW,1005,29.68,0,0,61,16,31.1,88,10,6,1,13.4,21.6
1693001593,25.2,77.4,7.4,11.9,252,WSW,1007,29.74,0,0,72,46,26.9,80.4,10,6,1,13,20.9
1693001594,28.4,83.1,6.5,10.4,236,WSW,1005,29.67,0,0,66,52,31.1,88,10,6,1,12.3,19.8
1693001595,24.5,76.1,3.8,6.1,205,SSW,1008,29.78,2.6,0.1,74,80,26.3,79.3,7,4,1,6.9,11.2
1693001596,25.9,78.6,4.9,7.9,251,WSW,1008,29.77,0.3,0.01,77,82,28.1,82.6,9,5,1,6.9,11.2
1693001597,25,77,9.4,15.1,220,SW,1010,29.83,0,0,89,50,27.7,81.8,5,3,1,11.6,18.7
1693001598,25.1,77.2,9.4,15.1,262,W,1007,29.74,0,0,73,11,26.8,80.2,10,6,1,17.4,28.1
1693001599,27.7,81.9,4.3,6.8,266,W,1006,29.69,0,0,58,6,29.1,84.4,10,6,1,7.8,12.6
1693001600,25.9,78.6,6.7,10.8,251,WSW,1007,29.73,0,0,72,21,27.7,81.9,10,6,1,12.3,19.8
1693001601,27.7,81.9,9.4,15.1,249,WSW,1005,29.67,0,0,62,6,29.5,85.1,10,6,1,19.2,31
1693001602,27.3,81.1,6.3,10.1,260,W,1006,29.71,0,0,66,12,29.3,84.7,10,6,1,10.5,16.9
1693001603,21.7,71.1,7.6,12.2,256,WSW,1009,29.8,0,0,87,17,21.7,71.1,10,6,1,14.1,22.7
1693001604,26.9,80.4,8.3,13.3,268,W,1006,29.7,0,0,65,8,28.6,83.5,10,6,1,15.9,25.6
1693001605,24.3,75.7,4.3,6.8,310,NW,1008,29.76,0,0,70,16,25.9,78.6,10,6,1,8.5,13.7
1693001606,24.2,75.6,4.5,7.2,349,N,1007,29.74,0.4,0.02,83,72,26.2,79.2,9,5,1,9.4,15.1
1693001607,24.5,76.1,4,6.5,328,NNW,1007,29.75,0,0,75,15,26.2,79.2,10,6,1,8.3,13.3
1693001608,23.4,74.1,3.8,6.1,303,WNW,1008,29.78,0,0,79,14,25.4,77.7,10,6,1,7.6,12.2
1693001609,24.5,76.1,4.7,7.6,342,NNW,1008,29.76,0,0,72,15,26.2,79.2,10,6,1,8.9,14.4
1693001610,25.9,78.6,5.4,8.6,263,W,1007,29.75,0,0,71,20,27.7,81.9,10,6,1,9.4,15.1
1693001611,23.6,74.5,3.6,5.8,334,NNW,1008,29.76,0,0,79,11,25.5,77.9,10,6,1,7.6,12.2
1693001612,24.7,76.5,5.4,8.6,350,N,1008,29.76,0,0,74,12,26.4,79.5,10,6,1,10.3,16.6
1693001613,24.1,75.4,4.3,6.8,320,NW,1008,29.75,0,0,77,12,25.9,78.6,10,6,1,8.7,14
1693001614,24.3,75.7,3.1,5,344,NNW,1007,29.74,0.1,0,81,74,26.3,79.3,10,6,1,6.5,10.4
1693001615,24.5,76.1,4.7,7.6,342,NNW,1008,29.76,0,0,72,15,26.2,79.2,10,6,1,8.9,14.4
1693001616,24.8,76.6,2.2,3.6,283,WNW,1007,29.73,0,0,76,23,26.7,80.1,10,6,1,4.5,7.2
1693001617,24.7,76.5,5.1,8.3,331,NNW,1007,29.74,0,0,76,19,26.5,79.7,10,6,1,10.3,16.6
1693001618,24.6,76.3,3.8,6.1,266,W,1007,29.74,0,0,75,21,26.3,79.3,10,6,1,7.8,12.6
1693001619,23,73.4,6.9,11.2,280,W,1012,29.88,0,0,89,50,25,77,5,3,1,9.2,14.8
1693001620,23,73.4,6.9,11.2,280,W,1012,29.88,0,0,89,50,25.1,77.1,5,3,1,6.3,10.1
1693001621,25,77,2.5,4,20,NNE,1008,29.77,0,0,69,17,26.5,79.7,10,6,1,4.9,7.9
1693001622,24,75.2,2.2,3.6,120,ESE,1007,29.73,1.1,0.04,91,89,26.3,79.3,10,6,5,2.9,4.7
1693001623,25,77,2.2,3.6,352,N,1007,29.74,0,0,71,52,26.7,80.1,10,6,1,4.3,6.8
1693001624,25.7,78.3,2.5,4,194,SSW,1006,29.7,0,0,91,17,29.1,84.4,10,6,7,4,6.5
1693001625,28.2,82.8,4.9,7.9,232,SW,1005,29.67,0,0,78,24,32.4,90.3,10,6,7,8.9,14.4
1693001626,25.4,77.7,2.5,4,145,SE,1006,29.7,3.4,0.13,92,70,28.7,83.7,7,4,6,4.3,6.8
1693001627,27.1,80.8,5.1,8.3,79,E,1005,29.66,0,0,79,25,30.2,86.4,10,6,7,9.8,15.8
1693001628,22.5,72.5,8.7,14,264,W,1009,29.78,0,0,81,11,24.8,76.6,10,6,1,17.7,28.4
1693001629,19.8,67.6,2.2,3.6,76,ENE,1009,29.78,3.6,0.14,97,67,19.8,67.6,7,4,4,1.8,2.9
1693001630,27,80.6,2.5,4,360,N,1005,29.68,0.1,0,100,50,31.3,88.4,3,1,6,4,6.5
1693001631,29,84.2,2.2,3.6,211,SSW,1007,29.74,0,0,70,25,30.4,86.8,3.5,2,1,7.2,11.5
1693001632,26.6,79.9,2.2,3.6,305,NW,1006,29.7,0.1,0,75,86,29.1,84.4,10,6,1,4.3,6.8
1693001633,30,86,2.2,3.6,10,N,1005,29.68,0,0,89,50,36,96.7,2.8,1,7,8.1,13
1693001634,30,86,2.2,3.6,10,N,1005,29.68,0,0,89,50,35.7,96.3,2.8,1,7,8.1,13
1693001635,29,84.2,2.2,3.6,196,SSW,1007,29.74,0,0,70,25,30.7,87.3,3.5,2,1,5.4,8.6
1693001636,28.8,83.8,2.5,4,266,W,1005,29.67,0,0,67,45,32,89.6,10,6,7,4.5,7.2
1693001637,29.1,84.4,3.4,5.4,230,SW,1004,29.66,0,0,70,21,32.9,91.2,10,6,7,6.3,10.1
1693001638,26.1,79,3.8,6.1,18,NNE,1008,29.76,0,0,65,14,27.6,81.7,10,6,1,6.7,10.8
1693001639,29,84.2,2.2,3.6,196,SSW,1007,29.74,0,0,70,25,32.1,89.8,3.5,2,1,6.3,10.1
1693001640,21,69.8,2.2,3.6,121,ESE,1007,29.74,0.7,0.03,98,74,21,69.8,10,6,5,3.8,6.1
1693001641,25.7,78.3,2.5,4,204,SSW,1007,29.75,0.5,0.02,79,62,28,82.4,10,6,1,4.3,6.8
1693001642,22.8,73,6.7,10.8,257,WSW,1009,29.8,0,0,86,51,25,77,10,6,1,11.4,18.4
1693001643,19,66.2,3.8,6.1,275,W,1009,29.8,0,0,82,10,19.1,66.4,10,6,1,8.1,13
1693001644,24.2,75.6,8.3,13.3,279,W,1008,29.76,0,0,77,12,26,78.8,10,6,1,16.8,27
1693001645,24,75.2,4.3,6.8,262,W,1008,29.76,0,0,74,8,25.8,78.4,10,6,1,8.5,13.7
1693001646,22.5,72.5,4.3,6.8,323,NW,1009,29.78,0,0,74,36,24.7,76.5,10,6,1,8.9,14.4
1693001647,22.8,73,2.2,3.6,219,SW,1008,29.78,0,0,76,46,24.9,76.8,10,6,1,0.4,0.7
1693001648,24.1,75.4,2.2,3.6,259,W,1008,29.76,0,0,73,27,25.8,78.4,10,6,1,4.7,7.6
1693001649,23.4,74.1,4.9,7.9,273,W,1008,29.77,0,0,74,6,25.3,77.5,10,6,1,10.3,16.6
1693001650,23.4,74.1,4,6.5,244,WSW,1008,29.75,0,0,80,36,25.4,77.7,10,6,1,8.5,13.7
1693001651,24.4,75.9,2.7,4.3,263,W,1008,29.75,0,0,78,44,26.3,79.3,10,6,1,5.4,8.6
1693001652,27,80.6,7.4,11.9,265,W,1006,29.72,0,0,66,41,28.8,83.8,10,6,1,13.6,22
1693001653,22,71.6,3.8,6.1,290,WNW,1011,29.85,0,0,88,0,24.6,76.2,4,2,1,10.7,17.3
1693001654,27.4,81.3,6.3,10.1,240,WSW,1006,29.71,0,0,64,62,29.2,84.6,10,6,1,12.3,19.8
1693001655,27.1,80.8,2.2,3.6,296,WNW,1008,29.78,0,0,77,51,30,86,10,6,1,2.2,3.6
1693001656,23.8,74.8,3.8,6.1,312,NW,1007,29.74,0,0,85,27,25.9,78.6,10,6,1,8.1,13
1693001657,24,75.2,3.8,6.1,286,WNW,1009,29.78,0,0,74,8,25.8,78.4,10,6,1,7.2,11.5
1693001658,27.4,81.3,6.3,10.1,248,WSW,1006,29.71,0,0,64,65,29.2,84.6,10,6,1,11.6,18.7
1693001659,27,80.6,7.4,11.9,265,W,1006,29.72,0,0,66,41,28.8,83.8,10,6,1,13.6,22
1693001660,22,71.6,3.8,6.1,290,WNW,1011,29.85,0,0,88,0,24.6,76.2,4,2,1,6.9,11.2
1693001661,23.5,74.3,7.8,12.6,261,W,1009,29.79,0,0,74,29,25.4,77.7,10,6,1,14.5,23.4
1693001662,24.7,76.5,2.2,3.6,318,NW,1008,29.76,0,0,65,23,26.1,79,10,6,1,0.4,0.7
1693001663,23.9,75,6.3,10.1,263,W,1008,29.76,0,0,78,26,25.8,78.4,10,6,1,13,20.9
1693001664,23.7,74.7,6.9,11.2,260,W,1008,29.77,0,0,73,24,25.5,77.9,10,6,1,14.5,23.4
1693001665,25.7,78.3,7.2,11.5,260,W,1007,29.73,0,0,73,29,27.7,81.9,10,6,1,13.4,21.6
1693001666,23.9,75,6.5,10.4,263,W,1008,29.76,0,0,79,14,25.8,78.4,10,6,1,13.4,21.6
1693001667,22,71.6,3.8,6.1,290,WNW,1011,29.85,0,0,88,0,24.6,76.2,4,2,1,8.9,14.4
1693001668,24.6,76.3,7.8,12.6,252,WSW,1008,29.77,0,0,69,46,26.1,79,10,6,1,15,24.1
1693001669,24,75.2,3.8,6.1,286,WNW,1009,29.78,0,0,74,8,25.8,78.4,10,6,1,7.2,11.5
1693001670,26.3,79.3,6.5,10.4,210,SSW,1006,29.72,0,0,68,19,28.1,82.6,10,6,1,13,20.9
1693001671,27.2,81,9.4,15.1,246,WSW,1005,29.68,0,0,64,11,29,84.2,10,6,1,18.8,30.2
1693001672,27.8,82,6.5,10.4,264,W,1005,29.68,0,0,63,9,29.8,85.6,10,6,1,12.3,19.8
1693001673,23.3,73.9,6.3,10.1,244,WSW,1009,29.78,0,0,80,12,25.3,77.5,10,6,1,11.6,18.7
1693001674,22.9,73.2,3.8,6.1,320,NW,1008,29.77,0,0,76,30,25,77,10,6,1,8.1,13
1693001675,24.8,76.6,2.2,3.6,258,WSW,1008,29.77,0,0,66,16,26.2,79.2,10,6,1,4.3,6.8
1693001676,24.2,75.6,4,6.5,252,WSW,1007,29.75,0,0,77,44,26,78.8,10,6,1,8.5,13.7
1693001677,27.6,81.7,10.3,16.6,262,W,1005,29.69,0,0,58,12,29,84.2,10,6,1,20.4,32.8
1693001678,25,77,4.5,7.2,252,WSW,1007,29.74,0,0,74,14,26.8,80.2,10,6,1,9.4,15.1
1693001679,22,71.6,3.8,6.1,290,WNW,1011,29.85,0,0,88,0,24.6,76.2,4,2,1,13.2,21.2
1693001680,27,80.6,3.8,6.1,280,W,1006,29.71,0,0,89,75,29.7,85.5,3,1,1,9.8,15.8
1693001681,25.6,78.1,6,9.7,223,SW,1006,29.71,0,0,73,49,27.5,81.5,10,6,1,12.8,20.5
1693001682,24.2,75.6,8.3,13.3,287,WNW,1009,29.78,0,0,77,9,26,78.8,10,6,1,13.4,21.6
1693001683,23.5,74.3,4.7,7.6,275,W,1008,29.77,0,0,74,5,25.4,77.7,10,6,1,9.8,15.8
1693001684,27.6,81.7,5.1,8.3,269,W,1006,29.7,0,0,56,18,28.8,83.8,10,6,1,10.3,16.6
1693001685,24,75.2,2.2,3.6,332,NNW,1008,29.76,0,0,81,45,26,78.8,10,6,1,2.2,3.6
1693001686,23.7,74.7,6.5,10.4,274,W,1008,29.77,0,0,69,22,25.4,77.7,10,6,1,13.6,22
1693001687,24.7,76.5,8.7,14,256,WSW,1007,29.74,0,0,73,29,26.4,79.5,10,6,1,18.3,29.5
1693001688,26.4,79.5,6.5,10.4,257,WSW,1006,29.71,0,0,69,23,28.3,82.9,10,6,1,12.5,20.2
1693001689,23.7,74.7,2.2,3.6,284,WNW,1008,29.77,0,0,67,31,25.4,77.7,10,6,1,3.8,6.1
1693001690,24.6,76.3,2.7,4.3,266,W,1008,29.75,0,0,76,45,26.4,79.5,10,6,1,5.4,8.6
1693001691,24.4,75.9,2.9,4.7,241,WSW,1007,29.75,0,0,81,44,26.3,79.3,10,6,1,5.8,9.4
1693001692,24,75.2,4.3,6.8,262,W,1008,29.76,0,0,74,8,25.8,78.4,10,6,1,8.5,13.7
1693001693,23.4,74.1,6.3,10.1,305,NW,1009,29.78,0,0,87,7,25.5,77.9,10,6,1,11,17.6
1693001694,19.9,67.8,4.3,6.8,74,ENE,1010,29.81,0,0,84,4,19.9,67.8,10,6,1,7.6,12.2
1693001695,29,84.2,6.5,10.4,225,SW,1005,29.68,0,0,61,44,31.4,88.5,10,6,1,12.1,19.4
1693001696,16.3,61.3,5.4,8.6,53,NE,1010,29.83,0,0,75,12,16.3,61.3,10,6,1,11.2,18
1693001697,19.9,67.8,4.3,6.8,74,ENE,1010,29.81,0,0,84,4,19.9,67.8,10,6,1,7.6,12.2
1693001698,27.2,81,2.7,4.3,11,NNE,1006,29.71,0,0,68,47,29.3,84.7,10,6,1,5.1,8.3
1693001699,16.8,62.2,3.8,6.1,47,NE,1009,29.8,0,0,73,12,16.8,62.2,10,6,1,8.1,13
1693001700,17.9,64.2,4.3,6.8,88,E,1009,29.78,0,0,82,6,17.9,64.2,10,6,1,8.9,14.4
1693001701,29,84.2,6.5,10.4,277,W,1005,29.68,0,0,58,10,31.1,88,10,6,1,12.1,19.4
1693001702,25.4,77.7,2.7,4.3,44,NE,1005,29.67,0,0,70,7,27,80.6,10,6,1,5.6,9
1693001703,15.3,59.5,2.2,3.6,97,E,1012,29.89,0,0,69,8,15.3,59.5,10,6,1,3.8,6.1
1693001704,10.6,51.1,3.1,5,303,WNW,1013,29.91,0,0,69,5,10.5,50.9,10,6,1,6.5,10.4
1693001705,15.3,59.5,2.2,3.6,97,E,1012,29.89,0,0,69,8,15.3,59.5,10,6,1,3.8,6.1
1693001706,15.3,59.5,2.2,3.6,97,E,1012,29.89,0,0,69,8,15.3,59.5,10,6,1,3.8,6.1
1693001707,25.4,77.7,2.7,4.3,44,NE,1005,29.67,0,0,70,7,27,80.6,10,6,1,5.6,9
1693001708,7.1,44.8,3.6,5.8,319,NW,1015,29.97,0,0,34,0,6.2,43.2,10,6,1,6,9.7
1693001709,12.7,54.9,2.2,3.6,28,NNE,1012,29.89,0,0,65,5,12.8,55,10,6,1,3.4,5.4
1693001710,15.4,59.7,5.6,9,54,NE,1010,29.83,0,0,76,10,15.4,59.7,10,6,1,11.6,18.7
1693001711,14.7,58.5,2.2,3.6,35,NE,1012,29.89,0,0,65,5,14.7,58.5,10,6,1,3.6,5.8
1693001712,19.3,66.7,5.4,8.6,30,NNE,1011,29.84,0,0,75,16,19.3,66.7,10,6,1,7.4,11.9
1693001713,12.7,54.9,2.2,3.6,28,NNE,1012,29.89,0,0,65,5,12.8,55,10,6,1,3.4,5.4
1693001714,25.4,77.7,2.7,4.3,44,NE,1005,29.67,0,0,70,7,27,80.6,10,6,1,5.6,9
1693001715,12.7,54.9,2.2,3.6,28,NNE,1012,29.89,0,0,65,5,12.8,55,10,6,1,3.4,5.4
1693001716,28.6,83.5,6,9.7,259,W,1005,29.68,0,0,58,12,30.4,86.7,10,6,1,10.7,17.3
1693001717,14.6,58.3,4.5,7.2,62,ENE,1012,29.88,0,0,67,5,14.6,58.3,10,6,1,9.4,15.1
1693001718,25.4,77.7,2.9,4.7,51,NE,1005,29.66,0,0,71,7,27.1,80.8,10,6,1,6,9.7
1693001719,25.3,77.5,3.6,5.8,63,ENE,1005,29.67,0,0,75,8,27.2,81,10,6,1,7.2,11.5
1693001720,12,53.6,4.5,7.2,255,WSW,1016,29.99,0,0,46,1,11.5,52.7,10,6,1,5.1,8.3
1693001721,13.1,55.6,2.5,4,49,NE,1012,29.9,0,0,79,10,13.5,56.3,10,6,1,5.1,8.3
1693001722,24.9,76.8,3.4,5.4,236,WSW,1009,29.79,0,0,88,35,27.4,81.3,10,6,1,5.8,9.4
1693001723,24.9,76.8,6.5,10.4,292,WNW,1009,29.78,0,0,82,7,27.1,80.8,10,6,1,10.1,16.2
1693001724,26.7,80.1,7.6,12.2,264,W,1008,29.77,0,0,69,7,28.6,83.5,10,6,1,11,17.6
1693001725,27.7,81.9,10.3,16.6,244,WSW,1006,29.7,0,0,53,29,28.6,83.5,10,6,1,19,30.6
1693001726,27.6,81.7,6,9.7,239,WSW,1008,29.77,0,0,71,9,30.3,86.5,10,6,1,8.3,13.3
1693001727,27,80.6,2.2,3.6,10,N,1005,29.68,0,0,89,0,28.9,84,4,2,1,10.7,17.3
1693001728,26.9,80.4,11.2,18,282,WNW,1008,29.77,0,0,64,13,28.5,83.3,10,6,1,15.4,24.8
1693001729,26.4,79.5,7.4,11.9,267,W,1008,29.76,0,0,68,16,28.1,82.6,10,6,1,12.3,19.8
1693001730,24.1,75.4,6.7,10.8,276,W,1009,29.79,0,0,77,5,25.9,78.6,10,6,1,10.3,16.6
1693001731,23.3,73.9,6.3,10.1,244,WSW,1009,29.78,0,0,80,12,25.3,77.5,10,6,1,11.6,18.7
1693001732,25.1,77.2,7.4,11.9,258,WSW,1009,29.78,0,0,71,7,26.8,80.2,10,6,1,10.5,16.9
1693001733,26.6,79.9,7.8,12.6,295,WNW,1008,29.75,0,0,73,16,28.8,83.8,10,6,1,13.2,21.2
1693001734,27,80.6,9.2,14.8,293,WNW,1008,29.75,0,0,74,14,29.6,85.3,10,6,1,13.9,22.3
1693001735,25.6,78.1,5.4,8.6,234,SW,1008,29.78,0,0,80,5,28,82.4,10,6,1,9.2,14.8
1693001736,24.9,76.8,6.7,10.8,292,WNW,1009,29.78,0,0,82,7,27.1,80.8,10,6,1,10.5,16.9
1693001737,23.2,73.8,3.6,5.8,267,W,1009,29.79,0,0,86,4,25.3,77.5,10,6,1,6.3,10.1
1693001738,26.5,79.7,8.7,14,248,WSW,1008,29.78,0,0,73,16,28.8,83.8,10,6,1,12.5,20.2
1693001739,25.3,77.5,4.5,7.2,248,WSW,1009,29.78,0,0,85,18,27.9,82.2,10,6,1,7.4,11.9
1693001740,25.5,77.9,5.1,8.3,251,WSW,1009,29.78,0,0,83,16,28.1,82.6,10,6,1,8.5,13.7
1693001741,26.1,79,8.7,14,255,WSW,1008,29.78,0,0,69,3,27.9,82.2,10,6,1,12.8,20.5
1693001742,25.6,78.1,6.3,10.1,248,WSW,1009,29.78,0,0,80,0,27.9,82.2,10,6,1,9.4,15.1
1693001743,24.9,76.8,3.4,5.4,236,WSW,1009,29.79,0,0,88,35,27.4,81.3,10,6,1,5.8,9.4
1693001744,27,80.6,13.6,22,300,WNW,1007,29.74,0,0,79,50,29.2,84.6,4,2,1,12.1,19.4
1693001745,26.3,79.3,9.6,15.5,267,W,1008,29.77,0,0,67,8,28,82.4,10,6,1,13.6,22
1693001746,27,80.6,13.6,22,300,WNW,1007,29.74,0,0,79,50,29,84.3,4,2,1,13.4,21.6
1693001747,25.1,77.2,2.9,4.7,242,WSW,1009,29.79,0,0,87,42,27.7,81.9,10,6,1,4.9,7.9
1693001748,27.1,80.8,4,6.5,228,SW,1006,29.71,0.1,0,81,81,30.5,86.9,10,6,1,7.4,11.9
1693001749,27,80.6,3.6,5.8,232,SW,1006,29.71,0.6,0.02,80,73,30.4,86.7,9,5,1,6,9.7
1693001750,27.8,82,3.8,6.1,254,WSW,1006,29.7,0,0,77,21,31.5,88.7,10,6,1,6,9.7
1693001751,28.3,82.9,6.5,10.4,180,S,1006,29.7,0,0,72,15,31.6,88.9,10,6,1,10.7,17.3
1693001752,24.5,76.1,2.7,4.3,255,WSW,1008,29.75,0,0,82,21,26.6,79.9,10,6,1,4.9,7.9
1693001753,26.9,80.4,4.3,6.8,269,W,1006,29.7,0.1,0,81,82,30.3,86.5,10,6,1,7.6,12.2
1693001754,26.3,79.3,2.5,4,47,NE,1007,29.75,0,0,66,44,27.9,82.2,10,6,1,4.3,6.8
1693001755,27.1,80.8,2.2,3.6,205,SSW,1006,29.71,0,0,75,12,29.9,85.8,10,6,1,2.9,4.7
1693001756,27.2,81,2.2,3.6,276,W,1006,29.71,0,0,76,18,30.2,86.4,10,6,1,3.8,6.1
1693001757,27.5,81.5,2.7,4.3,315,NW,1007,29.74,1.4,0.06,63,74,29.3,84.7,9,5,1,4.5,7.2
1693001758,25.6,78.1,2.5,4,253,WSW,1006,29.72,2,0.08,85,79,28.4,83.1,9,5,1,4.9,7.9
1693001759,28.9,84,2.5,4,190,S,1007,29.72,0,0,59,16,31.1,88,10,6,1,3.8,6.1
1693001760,29.6,85.3,4.3,6.8,314,NW,1005,29.66,0,0,62,25,32.7,90.9,10,6,7,8.1,13
1693001761,28.4,83.1,2.2,3.6,229,SW,1005,29.68,0,0,70,28,31.6,88.9,10,6,7,3.6,5.8
